iMSMS_ID,Flavobacteriia,Sphingobacteriia,Gammaproteobacteria,Tissierellia,Actinobacteria,Thermoprotei,Methanobacteria,Thermoplasmata,Clostridia,Deinococci,Thermomicrobia,Saprospiria,Bacteroidia,Fusobacteriia,Verrucomicrobiae,Planctomycetia,Spirochaetia,Chlamydiia,Fibrobacteria,Methanomicrobia,Alphaproteobacteria,Betaproteobacteria,Deltaproteobacteria,Anaerolineae,Epsilonproteobacteria,Dehalococcoidia,Mollicutes,Ktedonobacteria,Opitutae,Erysipelotrichia,Synergistia,Deferribacteres,Cytophagia,Coriobacteriia,Negativicutes,Bacilli
71401-0070,0.000533604425590743,2.60294841751582E-05,0.00247713924400255,0.000581325146578533,0.001137343850209,2.89216490835091E-06,2.89216490835091E-06,0,0.173854540012017,0,0,1.51838657688423E-05,0.802992956855407,7.23041227087727E-07,0.000937784471532782,1.44608245417545E-06,4.48285560794391E-05,7.23041227087727E-07,7.88114937525623E-05,0,7.23041227087727E-06,0.00432740174412005,0.000506128858961409,0,7.37502051629482E-05,0,0,0,0,0.00292180959866151,5.78432981670182E-06,0,1.44608245417545E-06,0.000918262358401414,0.00762302365718591,0.000926938853126466
71401-0072,0.000252007669844253,1.31117414070892E-06,0.0132478412828947,0.000745795851235231,0.00288353417024705,7.60481001611171E-06,1.10138627819549E-05,0,0.220020003272691,4.98246173469388E-06,2.62234828141783E-07,0,0.686963467541622,9.17821898496241E-06,1.04893931256713E-05,8.91598415682062E-06,3.69751107679914E-05,8.39151450053706E-06,6.79188204887218E-05,7.86704484425349E-07,2.09787862513426E-06,0.0167720151382922,0.00398649385741139,0,6.37230632384533E-05,0,2.09787862513426E-06,0,0,0.00498141279538131,2.83213614393126E-05,0,1.5734089688507E-06,0.0111476025443072,0.0377452944582438,0.000988887536922664
71401-0073,0.000452784323333646,1.80152913793228E-05,0.000462392478735951,0.00214381967413941,0.0110073430327662,7.20611655172911E-06,4.80407770115274E-06,2.40203885057637E-06,0.273926108480879,0,0,1.08091748275937E-05,0.656970836846315,0,0.0213409141679458,3.00254856322046E-05,5.16438352873919E-05,6.00509712644092E-06,6.96591266667147E-05,0,1.08091748275937E-05,0.00309622807839294,0.00738867150437291,2.40203885057637E-06,1.44122331034582E-05,0,0,0,0,0.00707400441494741,5.64479129885447E-05,0,0,0.00353820322689899,0.0102434946782829,0.00207055748919683
71401-0075,0.000748677386084543,2.47333130520166E-07,0.000816941330108109,0.000152851874661463,0.000318070405848934,1.97866504416133E-06,0,0,0.164996178703133,0,0,2.00339835721335E-05,0.780033538372499,4.94666261040333E-07,0.0120884067541731,5.19399574092349E-06,6.28226151521222E-05,1.73133191364116E-06,9.20079245535019E-05,0,2.47333130520166E-06,0.0109509216869109,0.00976570132545825,0,1.58293203532906E-05,4.94666261040333E-07,4.94666261040333E-07,0,0,0.0128380734727798,0.000451382963199304,0,4.94666261040333E-07,0.00193612374571186,0.00351584045034416,0.00118299436327796
71401-0076,0.000216529317470493,1.71169420925291E-06,0.0383992920432751,0.000247339813237045,0.00130088759903221,0,1.71169420925291E-06,2.56754131387936E-06,0.497135907664368,0,0,2.56754131387936E-06,0.366958139662266,4.27923552313226E-06,0.0468944304037972,0,0.000165178491192905,1.71169420925291E-06,0.000148917396205003,2.56754131387936E-06,0.00517958667719929,0.000504949791729607,0.0049630573597288,0,1.62610949879026E-05,0,2.56754131387936E-06,0,0,0.00966336965833728,4.70715907544549E-05,0,8.55847104626453E-07,0.00243402916555763,0.0246886214271593,0.0010158905131916
71401-0077,0.000282066312027043,5.8763815005634E-06,0.00163216496178148,0.00199356242406613,0.00237846541235304,8.8145722508451E-06,0.00556934056715896,0.00295728899015853,0.438658657158681,0,0,0,0.431405733291611,2.49746213773944E-05,0.0560371739893726,5.8763815005634E-06,0.00404295047238762,1.32218583762676E-05,0.000127811297637254,8.8145722508451E-06,0.000314386410280142,0.0148246414305463,0.0117674539548782,0,5.58256242553523E-05,0,0.000188044208018029,0,0,0.0117483557150014,0.0019744641841893,0,7.34547687570425E-06,0.0114192783509698,0.000978417519843806,0.00156899386065043
71401-0078,0.00024201535186802,0,0.00750660586271865,0.000806993169880735,0.00104653054886273,1.32158553921103E-05,4.12995481003447E-06,1.65198192401379E-06,0.51828620091239,1.65198192401379E-06,0,8.25990962006894E-07,0.43329586087669,4.95594577204136E-06,2.47797288602068E-05,8.25990962006894E-07,2.97356746322482E-05,1.32158553921103E-05,5.12114396444274E-05,0,1.65198192401379E-06,0.00587527371275503,0.00241024162713612,0,0.000123072653339027,0,1.65198192401379E-06,0,0,0.0220258749928758,1.07378825060896E-05,0,0,0.00398788436456928,0.00306607845096959,0.00116712522931574
71401-0079,7.89204637175126E-05,3.58729380534148E-06,0.00179723419647608,0.000118380695576269,0.00165732973806776,0,2.39152920356099E-06,2.39152920356099E-06,0.619518465594863,0,0,0,0.289748112186635,0,0.0531852179579928,1.19576460178049E-06,0.000124359518585171,2.51110566373904E-05,8.4899286726415E-05,3.58729380534148E-06,0.000333618323896758,0.00176494855222801,0.000933892153990565,0,9.56611681424395E-06,0,7.17458761068296E-06,0,0,0.0140538213647261,3.94602318587563E-05,0,4.78305840712197E-06,0.00178527655045828,0.00987342831690153,0.004842846637211
71401-0080,0.000287580412405856,0,0.0174974977049701,0.000306579718931168,0.00604350668473328,2.93625646300274E-05,0,0,0.375839100054666,0,0,8.63604842059628E-07,0.420022850984121,0,0.0934169993704321,6.90883873647703E-06,6.7361177680651E-05,2.84989597879677E-05,0.000137313169887481,0,0.0109315100907908,0.00960846747275543,1.46812823150137E-05,0,4.23166372609218E-05,0,8.63604842059628E-07,0,0,0.0455905632171698,4.83618711553392E-05,0,1.72720968411926E-06,0.00987013973989949,0.00753322503728614,0.00267372059101661
71401-0082,0.000230277604728224,5.34286785912353E-07,0.000539896797164433,0.000166430333811698,0.000633664128092051,7.74715839572913E-06,0,0,0.460694124020786,0,0,0,0.33389477969753,9.75073384290045E-05,0.14471959026615,8.28144518164148E-06,7.07929991333868E-05,5.87715464503589E-06,9.02944668191877E-05,8.54858857459765E-06,6.41144143094824E-06,0.0033582595928521,0.0075882080769202,8.54858857459765E-06,1.89671808998885E-05,0,1.06857357182471E-06,0,0,0.0203507165320086,0.000468035224459222,2.67143392956177E-07,1.60286035773706E-06,0.0154211195017883,0.00940959173009541,0.00219885726742229
71401-0084,0.000224537283555954,1.17805500291686E-06,0.00183423163954156,2.14406010530869E-05,0.00363500651700028,0,4.19387581038404E-05,0,0.109601054029372,0,0,4.24099801050071E-06,0.844384588778696,1.88488800466698E-06,0.00786610886547649,1.43722710355857E-05,3.84045930950898E-05,2.35611000583373E-07,3.39279840840057E-05,0,2.09693790519202E-05,3.03938190752551E-05,0.00205523475808876,0,9.89566202450166E-06,0,2.35611000583373E-07,0,0,0.00938038076622582,5.41905301341757E-05,0,1.64927700408361E-06,0.00349670285965784,0.0164578996127498,0.000789296851954299
71401-0085,0.000144572683996666,6.38289995570267E-07,0.00135413222560232,0.000180316923748601,0.00631204976619437,7.78713794595726E-05,0,0,0.30196542255436,1.59572498892567E-06,0,0,0.627376194081009,2.55315998228107E-06,0.0084496829613592,1.11700749224797E-05,5.26589246345471E-05,6.63821595393078E-05,0.000208401683553692,0,8.93605993798374E-06,0.0201160283553948,0.000205529378573626,0,3.03187747895877E-05,0,4.14888497120674E-06,0,0,0.0104408286025407,1.24466549136202E-05,0,3.19144997785134E-06,0.00892361328307012,0.0104408286025407,0.00361048735994322
71401-0086,0.000442972436382651,0,0.000696425737611899,0.000719259368353273,0.000585682628516236,6.85008922241212E-06,0,0,0.174918169975831,1.14168153706869E-06,0,3.42504461120606E-06,0.797606122153074,0.000498914831699016,2.51169938155111E-05,3.42504461120606E-06,5.25173507051596E-05,1.02751338336182E-05,0.000187235772079265,5.70840768534343E-06,0.00105948046639974,0.00989495388177431,0.00291585464567343,0,0.000121018242929281,0,0,0,0,0.00442059091152996,8.33427522060142E-05,0,2.28336307413737E-06,0.00203561818059347,0.00272633551052002,0.000977279395730796
