iMSMS_ID,Flavobacteriia,Sphingobacteriia,Gammaproteobacteria,Tissierellia,Actinobacteria,Thermoprotei,Methanobacteria,Thermoplasmata,Clostridia,Deinococci,Thermomicrobia,Saprospiria,Bacteroidia,Fusobacteriia,Verrucomicrobiae,Planctomycetia,Spirochaetia,Chlamydiia,Fibrobacteria,Methanomicrobia,Alphaproteobacteria,Betaproteobacteria,Deltaproteobacteria,Anaerolineae,Epsilonproteobacteria,Dehalococcoidia,Mollicutes,Ktedonobacteria,Opitutae,Erysipelotrichia,Synergistia,Deferribacteres,Cytophagia,Coriobacteriia,Negativicutes,Bacilli
71401-0228,0.000335390802534672,1.52104672351325E-06,0.00233328567386933,0.000246409569209147,0.0148294450308925,3.04209344702651E-06,0.00571305149351578,0,0.262591224777243,0,0,2.28157008526988E-06,0.676742587178793,0.000114078504263494,0.0117538885559487,3.80261680878313E-06,6.16023923022867E-05,3.04209344702651E-06,6.38839623875566E-05,0,0.00880305791233295,0.000525521642973829,0.00251352971060565,0,8.28970464314723E-05,0,2.28157008526988E-06,0,0,0.00651616416353078,0.000214467588015369,0,1.52104672351325E-06,0.00207622877759559,0.00266791595304225,0.00179787722719266
71401-0229,0.000381633505895284,2.86225129421463E-06,0.0253528678803884,9.63624602385591E-05,0.000237566857419814,0,0,0,0.31396797713252,0,0,0,0.556353911648027,9.54083764738209E-07,0.00558520635877748,8.58675388264388E-06,0.0766844825908335,9.54083764738209E-07,0.000184138166594474,0,3.72092668247902E-05,0.0113793570620326,0.000462730625898031,0,1.62194240005496E-05,0,1.33571727063349E-05,0,0,0.00354251301847297,4.00715181190048E-05,0,8.58675388264388E-06,0.000473225547310152,0.00239856658455186,0.00277065925279976
71401-0230,0.000323810922242874,3.86409215086961E-06,0.000716402684771226,0.00142275872995019,0.0281267267661799,4.63691058104354E-06,0.00569489901195164,0,0.351740580309359,4.63691058104354E-06,0,7.72818430173923E-06,0.587812653356157,7.72818430173923E-07,0.00049846788746218,4.63691058104354E-06,6.9553658715653E-05,2.31845529052177E-06,7.10992955760009E-05,0,0.000121332493537306,0.000915017021325925,0.00206110675327385,0,0.000142198591152002,0,3.09127372069569E-06,0,0,0.00786497316388001,0.000129060677839045,0,7.72818430173923E-07,0.00308277271796378,0.00578763722357251,0.00338649036102213
71401-0232,0.000635740182227132,2.75809189686391E-06,0.0934882829360991,0.000122735089410444,0.000439915657549794,9.65332163902369E-06,0,0,0.212137259201339,0,0,1.37904594843196E-06,0.597115863303449,0.000940509336830594,0.036024817310888,5.51618379372782E-06,5.24037460404143E-05,2.75809189686391E-06,0.000321317705984646,9.65332163902369E-06,0.000198582616574202,0.00116805191832187,0.00295529546748968,0,3.30971027623669E-05,0,1.37904594843196E-06,0,0,0.0418981740052597,1.79275973296154E-05,0,2.75809189686391E-06,0.00426676816444847,0.00336900925201927,0.00477839421131673
71401-0233,0.000149975873446446,0,0.00497963371109865,0.000243439098927564,0.0301386298725857,4.34712676656364E-05,0,0,0.751857309911014,0,0,2.17356338328182E-06,0.151573442533158,4.34712676656364E-06,0.0002869103665932,4.34712676656364E-06,0.000156496563596291,1.95620704495364E-05,4.99919578154819E-05,0,2.82563239826637E-05,0.000495572451388255,0.000132587366380191,0,0.000284736803209918,0,2.17356338328182E-06,0,0,0.0189230428148515,4.99919578154819E-05,0,0,0.00700539478431731,0.0196011945904355,0.013967318300969
71401-0235,0.00025331662467112,0,0.00419891496045766,0.00227793055670166,0.00838631552888481,3.83813067683515E-06,0,0,0.48471944224285,9.59532669208789E-06,0,0,0.465584441753488,9.59532669208789E-06,0.00157939077351767,1.3433457368923E-05,5.94910254909449E-05,3.83813067683515E-06,0.000143929900381318,0,0.00770120920306974,0.00451172261061972,0.00127809751538611,3.83813067683515E-06,1.53525227073406E-05,0,7.67626135367031E-06,0,0,0.00578790106066741,3.07050454146812E-05,0,0,0.00329119705538614,0.00755536023735,0.00257346661881797
71401-0236,0.000402103406034045,0,0.0026983528306729,0.00181310192126462,0.00237313741442315,5.1951344448843E-06,0,0,0.254970964393588,2.18195646685141E-05,0,1.03902688897686E-06,0.704421786731419,1.03902688897686E-06,5.29903713378199E-05,6.23416133386116E-06,5.9224532671681E-05,1.14292957787455E-05,7.3770909117357E-05,0,7.27318822283802E-05,0.00348697423940634,0.0053073493488938,0,8.10440973401951E-05,0,1.03902688897686E-06,0,0,0.00861353290961817,3.42878873362364E-05,0,2.07805377795372E-06,0.0092629247152287,0.00484394335641012,0.00138190576233922
71401-0238,0.000400799461325524,5.34399281767365E-06,0.0301935594198561,0.000504116655800548,0.0025971805093894,3.5626618784491E-06,0,0,0.350826003156518,1.06879856353473E-05,0,8.90665469612276E-06,0.537847938465704,1.78133093922455E-06,0.0157540908265019,3.5626618784491E-06,2.31573022099192E-05,1.78133093922455E-06,0.000101535863535799,1.78133093922455E-06,0.0385123749060348,0.00780579217568198,8.90665469612276E-06,0,4.27519425413892E-05,0,3.5626618784491E-06,0,0,0.00658736181325239,1.06879856353473E-05,0,0,0.00295166536629508,0.00495031868010503,0.000840788203313988
71401-0239,0.000182842982962207,1.33583914492936E-05,0.0312686547849341,7.68107508334384E-05,0.00154038951399667,1.6697989311617E-06,0,0,0.292173902879485,0,0,8.34899465580852E-06,0.379238888949187,0.00907034779407038,7.09664545743724E-05,4.17449732790426E-06,4.42496716757852E-05,1.41932909148745E-05,9.51785390762171E-05,2.50469839674256E-06,2.92214812953298E-05,4.67543700725277E-05,2.50469839674256E-06,0,5.17637668660128E-05,0,8.34899465580852E-07,0,0,0.0157086334449037,8.59946449548278E-05,0,0,0.00735462939230173,0.249286787131528,0.0136263941777451
71401-0244,0.000172715714731211,9.59531748506729E-07,0.00115815482044762,0.00210137452922974,0.00916160913474225,7.67625398805383E-06,0.0003137668817617,0,0.455798690239163,9.59531748506729E-07,0,9.59531748506729E-07,0.447211840621777,2.39882937126682E-05,0.00015256554801257,7.67625398805383E-06,9.11555161081392E-05,5.75719049104037E-06,4.03003334372826E-05,7.67625398805383E-06,0.0499493847002663,0.00659965936622928,0.00236620529181759,0,0.000225489960899081,0,9.59531748506729E-07,0,0,0.0111718281478638,3.26240794492288E-05,0,3.83812699402691E-06,0.00483795907597093,0.00419699186796843,0.00435723366996906
71401-0245,0.000219142383321488,1.48069177919924E-05,0.00667791992418858,0.00173537076522151,0.00111940298507463,2.36910684671879E-05,0,0,0.368052594171997,0,0,5.92276711679697E-06,0.598069177919924,0.0011727078891258,2.36910684671879E-05,8.88415067519545E-06,3.84979862591803E-05,1.48069177919924E-05,7.99573560767591E-05,2.96138355839848E-06,8.88415067519545E-06,6.51504382847666E-05,0.000275408670931059,0,0.000133262260127932,0,0,0,0,0.00791281686804075,9.1802890310353E-05,0,0,0.011771499644634,0.0017620232172471,0.000719616204690832
71401-0247,0.000294865456600042,3.53132283353344E-06,0.016129317042164,0.0224521505756056,0.079276431951409,8.65174094215693E-05,0.0100783953669044,0,0.324747510417402,0.000105939685006003,0,5.29698425030016E-06,0.479188148880571,2.29535984179674E-05,0.00354721378628434,1.05939685006003E-05,3.53132283353344E-05,6.53294724203687E-05,4.94385196694682E-05,1.41252913341338E-05,0.00144077971608164,0.0124108340984533,0.00066212303128752,0,0.000180097464510206,0,3.00162440850343E-05,0,1.76566141676672E-06,0.020042022741719,0.00105763118864327,0,3.53132283353344E-06,0.0110247898862914,0.00498269651811569,0.0120506391694329
71401-0248,9.19818138813697E-05,0,0.00299159899433217,0.00810315979431114,0.0104289856595972,0.00265433234343381,0.000775275288428688,0,0.450859810955472,0,0,0,0.464757825024309,0.000109502159382583,0.000284705614394716,3.50406910024266E-05,7.44614683801565E-05,0.0021068215465209,6.57012956295498E-05,4.38008637530332E-06,0.00352158944574387,0.0047480136308288,0.00350844918661796,0,0.000512470105910489,0,0.000109502159382583,0,3.06606046271232E-05,0.00844918661796011,2.62805182518199E-05,0,8.76017275060664E-06,0.0114889665624206,0.0162632607115012,0.00798927754855326
71401-0249,0.000284669105420685,0,0.000345859660791487,0.000133022946458264,0.000444296641170602,0.000154306617891586,0,0,0.124498836049218,0,0,0,0.332240771533089,0,0.496619886930496,5.32091785833056E-06,3.19255071499834E-05,0.000119720651812438,3.19255071499834E-05,0,1.06418357166611E-05,0.00356235450615231,0.00348520119720652,0,1.8623212504157E-05,0,0,0,0,0.0327023611572996,1.33022946458264E-05,0,5.32091785833056E-06,0.00412637179913535,0.000808779514466245,0.000356501496508148
71401-0251,0.000411258827837176,5.36891420152971E-06,0.0199723608296905,0.0160680864223381,0.00668429818090449,1.9328091125507E-05,0,0,0.227388549394548,0,0,0,0.658859191634802,1.9328091125507E-05,4.29513136122377E-06,3.22134852091783E-06,4.72464449734615E-05,1.18116112433654E-05,0.000210461436699965,3.22134852091783E-06,1.18116112433654E-05,0.00910997361715561,0.00470316884054003,0,0.00635035171756934,0,3.22134852091783E-06,0,0,0.0296793577060562,0.000240527356228531,0,1.07378284030594E-06,0.0109171501373905,0.00370884593041672,0.005566490244146
71401-0252,0.00030051484429929,0,0.00470617586355492,0.000518813363271416,0.00513143271869543,1.70102742056202E-05,0.000515978317570479,0,0.273390544555578,0,0,1.41752285046835E-06,0.691908496064957,0,0.00711738223220158,5.6700914018734E-06,3.82731169626454E-05,7.08761425234175E-06,0.000426674377990973,0,0.000669070785421061,0.00469341815790071,0.000834920958925858,0,0.000218298518972126,0,4.53607312149872E-05,0,1.13401828037468E-05,0.00242963416570275,1.27577056542151E-05,0,5.6700914018734E-06,0.000985178381075503,0.00458426889841464,0.00142461046472069
71401-0253,0.000231165466496273,0,0.000429618838677036,0.000152656440139048,0.00186022776340869,2.61696754524083E-05,0.00069567720577652,0,0.388615318855687,0,0,0,0.421959846994631,0,0.172438533974781,6.54241886310207E-06,8.94130577957282E-05,1.74464503016055E-05,4.14353194663131E-05,0,4.79777383294151E-05,5.88817697679186E-05,0.00069567720577652,0,8.94130577957282E-05,0,2.18080628770069E-06,0,0,0.00606046067352021,3.4892900603211E-05,0,1.09040314385034E-05,0.00231383547125043,0.00309020250967188,0.00103152137408243
71401-0254,0.000345622119815668,3.11371279113215E-06,0.0184518620002491,0.00110069747166521,0.000789326192551999,3.58076970980197E-05,0.00284437663469922,0,0.337171503300536,0,0,3.11371279113215E-06,0.58556171378752,0,0.0173963133640553,3.11371279113215E-06,0.00013077593722755,2.33528459334911E-05,9.65250965250965E-05,1.55685639556607E-06,0.00740596587370781,0.0123303026528833,0.00039232781168265,0,9.96388093162287E-05,0,6.69448250093411E-05,0,7.16153941960394E-05,0.0060250342508407,0.0002615518744551,0,4.67056918669822E-06,0.00363525968364678,0.00470170631460954,0.0010462074978204
71401-0255,0.000227117492084535,1.68235179321878E-06,0.000832764137643294,0.000144682254216815,0.000543399629209665,3.36470358643755E-06,0,0,0.591356749427159,0,0,5.04705537965633E-06,0.368354289828838,1.34588143457502E-05,0.0056627961359744,3.36470358643755E-06,0.00017832929008119,0,9.58940522134703E-05,5.04705537965633E-06,0.00159991655535106,0.00108848161021255,0.00248315124679091,1.5141166138969E-05,9.25293486270327E-05,4.37411466236882E-05,1.68235179321878E-06,0,0,0.0127640030551509,4.03764430372506E-05,0,0,0.0111455806300744,0.00241753952685538,0.00087986998785342
71401-0256,0.000554161997284371,5.87036014072427E-07,0.000743774629829765,7.2792465744981E-05,0.00618383737223895,4.10925209850699E-06,0.000631063715127859,0,0.399624179543791,0,0,0,0.576805150419173,2.81777286754765E-05,3.05258727317662E-05,1.17407202814485E-06,3.46351248302732E-05,2.34814405628971E-06,9.56868702938057E-05,1.17407202814485E-06,0.000259469918220013,0.00540073132946633,0.000165544155968425,0,8.80554021108641E-06,0,8.21850419701398E-06,0,1.76110804221728E-06,0.0036108585225595,1.35018283236658E-05,0,3.52221608443456E-06,0.00275848223012634,0.00173586549361217,0.0012198608372425
71401-0259,0.000310773826828804,1.11388468397421E-06,0.00451568850883143,0.00219323894274521,0.0022756664093593,4.34415026749941E-05,0,0,0.199805292957241,1.00249621557679E-05,0,0,0.756307650494175,7.79719278781945E-06,0.000937890903906282,6.68330810384524E-06,2.89610017833294E-05,3.67581945711488E-05,7.35163891422977E-05,0,3.34165405192262E-06,0.0103925441014794,0.00808903057502069,0,0.000300748864673036,0,3.34165405192262E-06,0,0,0.00521966362910313,4.45553873589683E-05,0,1.11388468397421E-06,0.00216761959501381,0.00616312395642929,0.00106041821914344
71401-0260,0.000771151151889634,7.6558327353664E-06,0.00437148049189421,8.28221905007819E-05,0.00120057376986428,0.000111357567059875,0.00160494093525045,0.000484405416710456,0.319150787193601,0,0,1.94875742354781E-05,0.517420847389326,4.87189355886953E-06,0.124794945480031,4.87189355886953E-06,4.59349964121984E-05,7.37743881771671E-05,0.000132237110883601,3.47992397062109E-06,0.00386201962259529,0.00887171817070141,0.00333794307261975,0,1.32237110883601E-05,0,1.6007650264857E-05,0,0,0.00512801596310724,0.000264474221767203,0,3.47992397062109E-06,0.00135090648539511,0.00656452857817962,0.000302057400649911
71402-0001,0.000230576994767145,6.44326931485036E-06,0.00968837588192249,9.98706743801805E-05,0.004025662621214,1.42672391971686E-05,5.98303579236104E-06,4.60233522489311E-07,0.517760871866385,0,0,2.76140113493587E-06,0.415202433714867,1.38070056746793E-06,0.032744234424547,1.38070056746793E-06,8.05408664356294E-05,1.05853710172542E-05,0.000115058380622328,7.36373635982898E-06,0.000141291691404219,0.00550669409658461,0.000968331331317511,0,6.35122261035249E-05,0,0.000170746636843534,0,3.68186817991449E-06,0.00406662340471555,2.94549454393159E-05,4.60233522489311E-07,2.76140113493587E-06,0.00291834076610472,0.00476295672424188,0.00136689356179325
71402-0002,0.000337876690870588,8.72451549196353E-06,0.0664538413645142,0.0246118582028291,0.0166376510431745,5.55196440397679E-06,0.0159349309771854,0.00157358533964142,0.291770005908876,0,0,4.75882663198011E-06,0.446962480617696,4.2829439687821E-05,0.0784064275885043,3.17255108798674E-06,0.00030853059330671,9.51765326396022E-06,0.00012928145683546,1.03107910359569E-05,6.66235728477215E-05,0.00514191217585451,0.00238099959153405,0,0.00364684747564076,0,1.90353065279204E-05,0,7.93137771996685E-07,0.00906477159615011,0.00245714081764573,7.93137771996685E-07,2.37941331599005E-06,0.0152449011155483,0.0121040755384414,0.00665839159591217
71402-0003,0.000115719567242854,1.70175834180667E-06,0.00810377322368337,6.63685753304602E-05,0.00174600405869365,3.40351668361334E-06,0.00331417437066849,1.70175834180667E-06,0.387891989398046,0,0,0,0.559366265193511,8.50879170903336E-07,7.06229711849769E-05,8.50879170903336E-07,0.000108912533875627,5.95615419632335E-06,0.000102956379679304,8.50879170903336E-07,0.00260369026296421,0.00105679193026194,0.00228801409055907,0,4.16930793742635E-05,0,8.76405546030436E-05,0,0,0.0094115745093618,0.000286746280594424,0,0,0.00896060854878303,0.0137570144351651,0.000604124211341368
71402-0004,0.000182166172948082,6.03199248172457E-07,0.000620692026369458,0.000584500071479111,0.000808286992551092,1.32703834597941E-05,6.03199248172457E-07,0,0.304304972714282,0,0,0,0.636852337427247,2.41279699268983E-06,0.00264864789872526,1.20639849634491E-06,3.98111503793822E-05,8.4447894744144E-06,4.94623383501415E-05,0,0.0096602359594819,0.0117895293055307,0.00572677366214931,0,1.68895789488288E-05,0,2.41279699268983E-06,0,0,0.00489677149666401,9.04798872258686E-06,0,2.41279699268983E-06,0.00360773470331947,0.0169131037195075,0.00125767043243957
71402-0005,0.000221348089872658,5.33368891259417E-06,0.0430762050803387,0.00035735715714381,0.000702713514234282,2.66684445629709E-06,0.014802320154677,0.00454163610907394,0.621214747649843,9.3339555970398E-06,0,6.66711114074272E-06,0.273599573304887,6.66711114074272E-06,0.00850456697113141,4.00026668444563E-06,0.000102673511567438,9.3339555970398E-06,6.00040002666844E-05,1.60010667377825E-05,5.46703113540903E-05,0.00660444029601973,0.00438695913060871,0,5.46703113540903E-05,0,4.00026668444563E-06,1.33342222814854E-06,0.000513367557837189,0.0114980998733249,0.00121874791652777,0,2.66684445629709E-06,0.00257883858923928,0.00118541236082405,0.00465364357623842
71402-0008,0.000200086134640888,0,0.00167938148983648,0.00028548875308517,0.00264321104085051,9.21128241791893E-05,4.88014962538751E-06,0,0.381470925898588,0,0,4.27013092221408E-06,0.579079774585889,6.71020573490783E-06,3.53810847840595E-05,3.0500935158672E-06,6.95421321617721E-05,7.56423191935065E-05,4.0261234409447E-05,1.22003740634688E-06,0.00136461183899898,0.00569513461282723,0.00621548056663417,0,6.10018703173439E-06,0,0,0,0,0.00825416307263981,2.80608603459782E-05,0,6.10018703173439E-07,0.00113280473179308,0.0107997711209826,0.000811324875220674
71402-0009,0.000143207785761153,1.24799813299479E-06,0.00116313425995115,0.000161303758689577,0.0241303559009876,1.12319831969531E-05,2.96399556586263E-05,3.11999533248698E-07,0.384129145342799,4.05599393223308E-06,0,9.35998599746095E-07,0.49199955196867,1.99679701279167E-05,2.9951955191875E-05,4.99199253197917E-06,2.83919575256315E-05,1.12319831969531E-05,0.000236183646669265,9.35998599746095E-07,2.96399556586263E-05,0.00953220973981423,0.00477702485357082,0,0.000188759717615462,0,5.61599159847657E-06,0,0,0.0108235758079306,6.23999066497397E-06,0,1.55999766624349E-06,0.0261982888073599,0.0356762106283889,0.0106550960599763
71402-0010,8.04764204088202E-05,6.87832653066839E-07,0.00769822305312407,0.00145751739184863,0.0229529756328404,4.12699591840104E-06,6.19049387760156E-06,0,0.815149101484205,0,0,0,0.0479955868656979,7.2910261225085E-05,0.000746298428577521,1.37566530613368E-06,0.000189841812246448,2.33863102042725E-05,9.8360069388558E-05,4.81482857146788E-06,2.47619755104062E-05,0.000107989726531494,6.87832653066839E-06,0,8.52912489802881E-05,0,4.12699591840104E-06,0,0,0.0665656928331965,3.4391632653342E-06,0,6.87832653066839E-07,0.0144864435062407,0.0124814113225509,0.00975140352252858
71402-0011,0.00067579989404995,4.22775289168689E-05,0.0524952389737322,0.000733451069845681,0.00311316349296944,1.15302351591461E-05,1.92170585985768E-06,0,0.392780663539411,6.4056861995256E-07,3.84341171971536E-06,2.75444506579601E-05,0.500108576381082,2.37010389382447E-05,0.000122348606410939,4.48398033966792E-06,0.000114021214351556,1.28113723990512E-05,6.40568619952559E-05,5.12454895962048E-06,0.000152455331548709,0.000138362821909753,1.40925096389563E-05,0,1.79359213586717E-05,0,1.92170585985768E-06,0,0,0.00710582770113374,2.37010389382447E-05,0,1.92170585985768E-06,0.00516042080233782,0.023318619472133,0.0137235421138636
71402-0013,0.000133974859326398,1.16499877675128E-06,0.000203874785931475,0.000174749816512693,0.00145042347705535,1.74749816512693E-06,0.0011358738073325,0,0.630757132705011,1.16499877675128E-06,0,1.74749816512693E-06,0.318003308596526,0.000300569684401831,0.000308142176450715,0,4.77649498468027E-05,0,2.97074688071578E-05,1.16499877675128E-06,5.47549425073104E-05,0.00257464729662034,0.00233931754371658,0,4.48524529049245E-05,0,2.32999755350257E-06,0,0,0.0285011125738318,1.10674883791372E-05,0,1.16499877675128E-06,0.00350082132413761,0.00644302573482298,0.00397439332688701
71402-0014,0.000304861830071244,0,0.00340299460251337,0.00914831016519828,0.00440719719445274,0.000452996034750157,0,0,0.187616880751965,7.77499969309212E-06,0,4.91052612195292E-06,0.738500161638151,0.00101525127571377,0.0276401239089425,1.14578942845568E-05,1.88236834674862E-05,0.000354376301800935,4.21486825467625E-05,0,6.95657867276663E-06,0.000571257872187189,0.00704783261653292,0,0.000380156563941188,0,2.8644735711392E-06,0,0,0.00808845494387678,0.000127673679170776,0,4.09210510162743E-07,0.0050754379575485,0.00380606695502367,0.00196461965929133
71402-0016,0.00030672465757652,2.80540845344378E-06,0.00135033660225761,0.000173000187962366,0.0218952778429775,1.87027230229585E-06,0.00647675298285054,9.35136151147926E-07,0.408591843929517,0,0,1.2156769964923E-05,0.445584894932778,1.87027230229585E-06,0.0423831757784775,6.54595305803549E-06,6.54595305803549E-05,9.35136151147926E-07,7.5746028242982E-05,4.67568075573963E-06,0.00185156957927289,0.000913628019671524,0.00507030821152406,0,2.5248676080994E-05,0,8.41622536033134E-06,0,0,0.0193788264602385,0.00099217945636795,0,2.80540845344378E-06,0.0137408906049676,0.00607277416555463,0.025008346090149
71402-0017,0.000613716922719898,2.37658033855086E-05,0.00646359952664112,3.4949710861042E-05,0.000329226276311016,0.000211795247817915,2.79597686888336E-06,0,0.185161471159149,0,0,1.60768669960793E-05,0.790520520023738,9.78591904109177E-06,2.44647976027294E-05,4.19396530332505E-06,1.60768669960793E-05,0.000177544531174094,5.52205431604464E-05,2.79597686888336E-06,5.59195373776673E-06,0.000104150138365905,2.79597686888336E-06,0,3.4949710861042E-06,0,0,0,0,0.00617281793227725,4.89295952054589E-06,0,0,0.000940846216379252,0.00846971293006493,0.000627696807064315
71402-0019,0.000174744318195962,9.9569412077471E-07,0.00433774143715502,0.000152341200478531,0.0433958347127846,9.9569412077471E-07,1.99138824154942E-06,2.48923530193677E-06,0.140838941995341,3.48492942271148E-06,4.97847060387355E-07,0,0.751051079606243,9.9569412077471E-07,0.000363428354082769,1.49354118116206E-06,3.0866517744016E-05,2.48923530193677E-06,9.11060120508859E-05,9.9569412077471E-07,1.99138824154942E-06,0.0057127950179449,0.000234485965442444,0,4.97847060387355E-07,0,9.9569412077471E-07,0,0,0.0114141395535009,3.48492942271148E-05,0,0,0.00574764431217201,0.0359042321480757,0.000495855672145806
71402-0020,0.000396959879798178,1.18495486506919E-06,0.00138876710186109,0.000853167502849816,0.000694383550930545,0,1.18495486506919E-06,0,0.27084868837346,0,0,4.73981946027676E-06,0.696767680119064,2.36990973013838E-06,0.000342451956004996,1.18495486506919E-06,2.25141424363146E-05,0,5.92477432534595E-05,1.18495486506919E-06,5.33229689281135E-05,0.00472441504703086,0.00487964413435492,0,8.29468405548433E-06,0,0,0,0,0.00401581203771948,5.92477432534595E-06,0,0,0.000824728586088156,0.0133212625931078,0.000780885256080596
71402-0022,0.000204457302834005,3.34080560186283E-06,0.00424549575884729,5.21165673890602E-05,0.0135295945264241,8.0179334444708E-06,2.67264448149027E-06,0,0.363104142933027,0,0,0,0.565457406398979,6.68161120372567E-07,0.0261384630289748,6.68161120372567E-07,4.20941505834717E-05,3.34080560186283E-06,5.14484062686876E-05,0,7.34977232409823E-06,0.00221228146955357,0.00125079761733744,0,2.33856392130398E-05,6.68161120372567E-07,3.34080560186283E-06,0,0,0.0051755760384059,1.80403502500593E-05,0,3.34080560186283E-06,0.0025182992626842,0.0151391946654016,0.000803797827808198
71402-0024,0.000109970308016835,0,0.00238397171225308,0.000341446271045279,0.0355703959930819,4.61413879790918E-06,0,0,0.682761808157951,0,0,3.07609253193945E-06,0.208249926366035,8.4592544628335E-06,0.00944129700365517,2.30706939895459E-06,6.84430588356528E-05,6.92120819686377E-06,5.46006424419253E-05,0,0.00019917699144308,0.00694274084458735,0.00374591168076927,0,1.61494857926821E-05,0,7.69023132984863E-07,2.30706939895459E-06,0,0.00940207682387294,0.000100742030421017,0,0,0.00273618430716014,0.0361010219548414,0.00174568251187564
71402-0026,0.000729758042051326,1.80477795346027E-05,0.00257220092671424,0.000268362634818875,0.00903722943043562,4.70811640033114E-06,2.35405820016557E-06,0,0.408589958372404,0,0,1.0985604934106E-05,0.498416895860389,7.84686066721856E-07,0.00282879327053229,2.35405820016557E-06,0.000116918223941557,7.84686066721856E-06,0.000192248086346855,7.06217460049671E-06,0.00113936416888014,0.0329591688605181,0.0105265635850737,0,4.94352222034769E-05,0,3.92343033360928E-06,0,7.84686066721856E-07,0.0121241844169194,0.00112916325001275,0,1.0985604934106E-05,0.00693348608555432,0.00659920982113081,0.00571722268213544
71402-0027,0.000133135383748131,3.89664537799408E-06,0.000909217254865286,0.000131187061059134,0.000645544250954353,6.49440896332347E-07,1.29888179266469E-06,0,0.590152787465271,0,0,0,0.301176916792333,2.14315495789675E-05,4.80586263285937E-05,1.29888179266469E-06,5.84496806699113E-05,9.74161344498521E-06,4.74091854322614E-05,2.33798722679645E-05,3.11731630239527E-05,4.09147764689379E-05,5.19552717065878E-06,0,1.23393770303146E-05,0,1.94832268899704E-06,0,0,0.0163340879836549,1.6885463304641E-05,0,0,0.0378234378023959,0.0503790786511892,0.00199053634725865
71402-0032,0.000562453225738975,1.02264222861632E-05,0.0099484495349302,0.000687959317432796,0.00324363521422031,0,5.57804851972537E-06,0,0.279684282453784,0,0,3.71869901315025E-06,0.553200172919504,9.29674753287562E-07,0.0796731263567441,9.29674753287562E-07,5.39211356906786E-05,0,0.000112490645147795,0,0.00787248581083908,0.00630691352630282,0.00937391053739849,0,0.000123646742187246,0,1.85934950657512E-06,0,0,0.00593132492597465,2.41715435854766E-05,0,6.50772327301294E-06,0.0067717509029466,0.0357283304435943,0.00067122517187362
71402-0033,0.000321149676436775,0,0.00010836338775474,4.82709636362024E-05,0.00640920182483945,4.92560853430637E-06,0.00223524115286823,4.92560853430637E-06,0.282781156197942,0,0,0,0.687066238598448,1.97024341372255E-06,0.00124814920259323,9.85121706861274E-07,1.97024341372255E-05,7.88097365489019E-06,7.1913884600873E-05,0,1.67470690166417E-05,0.001533834497583,0.0020273804727205,0,2.36429209646706E-05,0,2.95536512058382E-06,0,0,0.00503200167864739,3.64495031538671E-05,0,1.97024341372255E-06,0.00492560853430637,0.00357599179590643,0.00249334304006588
71402-0034,0.000564529357693105,8.04701935308154E-06,0.000705042695627683,0.000132466318581496,0.00238439373446693,0,0.00454408992853628,6.1900148869858E-07,0.2374421620484,0,0,4.95201190958864E-06,0.613302341992133,6.1900148869858E-06,0.0889888920182853,6.1900148869858E-07,7.48991801325282E-05,0,0.000202413486804436,6.1900148869858E-07,5.26151265393793E-05,8.17081965082126E-05,0.00225873643226112,0,2.16650521044503E-05,0,6.1900148869858E-07,0,0,0.0111915469156703,0.00460660907889483,0,3.0950074434929E-06,0.00486101869074995,0.000472298135877017,0.0280878115511868
71402-0035,0.000307360692935549,9.53056412203252E-06,0.000459849718888069,0.000204907128623699,0.00488203147151116,1.58842735367209E-06,6.35370941468835E-06,0,0.4158383679862,0,0,0,0.538666689963601,7.94213676836043E-07,0.0110697502277408,1.58842735367209E-06,5.40065300248509E-05,1.58842735367209E-06,0.000131045256677947,0,2.38264103050813E-05,0.00399171793977795,0.00101818193370381,0,3.6533829134458E-05,0,7.14792309152439E-06,0,0,0.00734091701499555,0.00022079140216042,0,0,0.000815657446110616,0.0120736363152615,0.00283613703998151
71402-0036,0.000251666564228131,8.30582720224855E-07,0.0178683260601973,0.000264125305031504,0.00811977667291819,0,0.023337713272878,0,0.396232809014148,1.66116544044971E-06,8.30582720224855E-07,3.32233088089942E-06,0.462458491628557,8.30582720224855E-06,0.000140368479718001,8.30582720224855E-07,0.000136215566116876,4.98349632134913E-06,0.000504163711176487,9.96699264269826E-06,1.66116544044971E-05,0.00369858485316128,0.00129820079171145,0,5.7310207695515E-05,0,0.000206815097335989,0,8.30582720224855E-07,0.0101214810286601,0.000144521393319125,0,2.49174816067457E-06,0.0139994717493899,0.0464711031965807,0.0146381898612429
71402-0039,0.000133694012687385,1.41350497995473E-05,0.102569810949599,0.000849280908789468,0.00269037114518051,1.23681685746039E-05,5.30064367483025E-06,3.53376244988683E-06,0.576646424097433,0,0,1.17792081662894E-06,0.250245743730369,3.2392822457296E-05,0.021326256385067,5.30064367483025E-06,5.59512387898748E-05,1.94356934743776E-05,5.77181200148182E-05,1.06012873496605E-05,2.70921787824657E-05,0.00236114227693272,0.00118793314357029,1.17792081662894E-06,3.76934661321262E-05,0,1.17792081662894E-06,5.88960408314472E-07,0,0.020807382265342,1.0012326941346E-05,0,2.35584163325789E-06,0.00392601008182427,0.00851047790014412,0.00844745913645447
